Vuosi,Kk,Pv,Klo,Aikavyöhyke,Pilvien määrä (1/8),Ilmanpaine (msl) (hPa),Suhteellinen kosteus (%),Sateen intensiteetti (mm/h),Lumensyvyys (cm),Ilman lämpötila (degC),Kastepistelämpötila (degC),Näkyvyys (m),Tuulen suunta (deg),Puuskanopeus (m/s),Tuulen nopeus (m/s)
2020,7,25,22:20,UTC,0,1012.8,99,0,-1,11.1,10.9,28046,234,2.7,2.3
2020,7,25,22:30,UTC,0,1012.8,99,0,-1,10.8,10.7,23212,238,2.4,1.8
2020,7,25,22:40,UTC,0,1012.8,99,0,-1,10.8,10.6,18063,235,2.1,1.7
2020,7,25,22:50,UTC,0,1012.9,99,0,-1,10.6,10.5,16007,228,2.4,2
2020,7,25,23:00,UTC,1,1013,99,0,-1,10.6,10.4,18335,228,2.4,2
2020,7,25,23:10,UTC,2,1013.1,99,0,-1,10.5,10.3,16659,228,2.5,2.1
2020,7,25,23:20,UTC,3,1013.2,99,0,-1,10.2,10.1,24310,244,2.7,2.2
2020,7,25,23:30,UTC,2,1013.3,99,0,-1,10.2,10.1,20965,239,2.9,2.6
2020,7,25,23:40,UTC,3,1013.4,99,0,-1,10.1,10,19306,234,3,2.4
2020,7,25,23:50,UTC,1,1013.5,99,0,-1,10.2,10.1,17159,228,3.5,2.6
2020,7,26,00:00,UTC,1,1013.6,99,0,-1,10,9.9,16302,213,2.7,2
